,static_text,log_level,project,log_level_encoded
14586,Exception while connecting to quorum learner,error,Zookeeper,0
14589,LEADING - LEADER ELECTION TOOK - * *MS,info,Zookeeper,1
14590,NEWLEADER proposal has Zxid of *,info,Zookeeper,1
14592,Shutting down,info,Zookeeper,1
14593,Shutdown called. For the reason *,info,Zookeeper,1
14605,Committed request not found on toBeApplied: *,error,Zookeeper,0
14606,Shutting down,info,Zookeeper,1
14608,Set * to *mszookeeper.leader.maxTimeToWaitForEpoch,info,Zookeeper,1
14609,Quit leading due to voter changed mind.,info,Zookeeper,1
14610,"Have quorum of supporters, sids: [*]; starting up and setting last processed zxid: 0x*",info,Zookeeper,1
14611,NEWLEADER ACK from sid: * is from a different epoch - current 0x* received 0x*,error,Zookeeper,0
14612,Somehow session 0x* expired right after being renewed! (impossible),error,Zookeeper,0
14613,Upgrading session 0x*,info,Zookeeper,1
14614,"Invalid arguments, exiting abnormally",error,Zookeeper,0
14615,Usage: QuorumPeerMain configfile,info,Zookeeper,1
14616,"Invalid config, exiting abnormally",error,Zookeeper,0
14617,"Unable to access datadir, exiting abnormally",error,Zookeeper,0
14618,"Unable to start AdminServer, exiting abnormally",error,Zookeeper,0
14619,"Unexpected exception, exiting abnormally",error,Zookeeper,0
14620,Exiting normally,info,Zookeeper,1
14623,Starting quorum peer,info,Zookeeper,1
14626,"LearnerHandler is too far behind (0x* < 0x*), disconnecting * at *",error,Zookeeper,0
14627,"finished syncing observer from retained commit queue: sid *, queue head 0x*, queue tail 0x*, sync position 0x*, num packets used *, num bytes used *",info,Zookeeper,1
14629,$$$Empty Message$$$,error,Zookeeper,0
14633,Read-only server started,info,Zookeeper,1
14645,Shutting down,info,Zookeeper,1
14650,Unexpected error in upgrade,error,Zookeeper,0
14651,Shutting down,info,Zookeeper,1
14652,Reading configuration from: ,info,Zookeeper,1
14655,clientPort is not set,info,Zookeeper,1
14656,clientPortAddress is *,info,Zookeeper,1
14657,clientPortAddress is *,info,Zookeeper,1
14658,secureClientPort is not set,info,Zookeeper,1
14659,secureClientPortAddress is *,info,Zookeeper,1
14660,secureClientPortAddress is *,info,Zookeeper,1
14661,observerMasterPort is not set,info,Zookeeper,1
14662,observerMasterPort is *,info,Zookeeper,1
14663,metricsProvider.className is *,info,Zookeeper,1
14665,$$$Empty Message$$$,info,Zookeeper,1
14666,"Invalid configuration, only one server specified (ignoring)",error,Zookeeper,0
14670,FOLLOWING - LEADER ELECTION TOOK - * *MS,info,Zookeeper,1
14671,Proposed leader epoch  |  is less than our accepted epoch ,error,Zookeeper,0
14672,Starting ObserverMaster,info,Zookeeper,1
14674,Disconnected from leader (with address: *). Was connected for *ms. Sync state: *,info,Zookeeper,1
14676,Received an UPTODATE message after Follower started,error,Zookeeper,0
14679,shutdown Follower,info,Zookeeper,1
14680,Tracking global session 0x*,info,Zookeeper,1
14681,Committing global session 0x*,info,Zookeeper,1
14682,ObserverRequestProcessor exited loop!,info,Zookeeper,1
14683,Error creating upgrade request,info,Zookeeper,1
14684,Unexpected error in upgrade,error,Zookeeper,0
14685,Shutting down,info,Zookeeper,1
14686,Upgrading session 0x*,info,Zookeeper,1
14687,Submitting * closeSession request for session 0x*,info,Zookeeper,1
14688,syncEnabled =*,info,Zookeeper,1
14693,Accepted TLS connection from * - * - *,info,Zookeeper,1
14694,Accepted plaintext connection from *,info,Zookeeper,1
14695,No challenge mutex object,error,Zookeeper,0
14702,Empty ack semaphore,error,Zookeeper,0
14707,Address is not in the configuration: *,error,Zookeeper,0
14715,Election tally,info,Zookeeper,1
14716,Passed predicate,info,Zookeeper,1
14726,Peer state changed: *,info,Zookeeper,1
14727,Peer state changed: *,info,Zookeeper,1
14728,Peer state changed: *,info,Zookeeper,1
14730,* not found! Creating with a reasonable default of *. This should only happen when you are upgrading your installationcurrentEpoch,info,Zookeeper,1
14731,* not found! Creating with a reasonable default of *. This should only happen when you are upgrading your installationacceptedEpoch,info,Zookeeper,1
14732,Unable to load database on disk,error,Zookeeper,0
14734,Null listener when initializing cnx manager,error,Zookeeper,0
14740,LOOKING,info,Zookeeper,1
14741,Attempting to start ReadOnlyZooKeeperServer,info,Zookeeper,1
14742,"Interrupted while attempting to start ReadOnlyZooKeeperServer, not started",info,Zookeeper,1
14743,FAILED to start ReadOnlyZooKeeperServer,error,Zookeeper,0
14746,OBSERVING,info,Zookeeper,1
14748,FOLLOWING,info,Zookeeper,1
14750,LEADING,info,Zookeeper,1
14760,tickTime set to *,info,Zookeeper,1
14761,Local sessions *,info,Zookeeper,1
14762,Local session upgrading *,info,Zookeeper,1
14763,minSessionTimeout set to *,info,Zookeeper,1
14764,maxSessionTimeout set to *,info,Zookeeper,1
14765,initLimit set to *,info,Zookeeper,1
14768,setLastSeenQuorumVerifier called with stale config  | . Current version: ,error,Zookeeper,0
14769,Error writing next dynamic config file to disk,error,Zookeeper,0
14771,Error closing file,error,Zookeeper,0
14772,writeToDisk == true but configFilename == null,info,Zookeeper,1
14773,syncLimit set to *,info,Zookeeper,1
14774,connectToLearnerMasterLimit set to *,info,Zookeeper,1
14775,*=*zookeeper.observer.syncEnabled,info,Zookeeper,1
14776,Using TLS encrypted quorum communication,info,Zookeeper,1
14777,Using insecure (non-TLS) quorum communication,info,Zookeeper,1
14778,Port unification *,info,Zookeeper,1
14782,Updated learner master list to be *,info,Zookeeper,1
14783,could not find learner master address=*,info,Zookeeper,1
14785,"cannot validate request, observer masters not enabled",info,Zookeeper,1
14786,Becoming an observer,info,Zookeeper,1
14787,Becoming a voting participant,info,Zookeeper,1
14788,Becoming a non-voting participant,info,Zookeeper,1
14790,* set to *quorum.auth.serverRequireSasl,info,Zookeeper,1
14791,* set to *quorum.auth.learnerRequireSasl,info,Zookeeper,1
14792,QuorumPeer communication is not secured! (SASL auth disabled),info,Zookeeper,1
14793,* set to *quorum.auth.enableSasl,info,Zookeeper,1
14794,* set to *quorum.auth.kerberos.servicePrincipal,info,Zookeeper,1
14795,* set to *quorum.auth.learner.saslLoginContext,info,Zookeeper,1
14796,* set to *quorum.auth.server.saslLoginContext,info,Zookeeper,1
14797,quorum.cnxn.threads.size set to *,info,Zookeeper,1
14798,Using *ms as the quorum cnxn socket timeout,info,Zookeeper,1
14799,$$$Empty Message$$$,error,Zookeeper,0
14800,CommitProcessor exited loop!,info,Zookeeper,1
14801,Configuring CommitProcessor with * worker threads.,info,Zookeeper,1
14802,Configuring CommitProcessor with readBatchSize * commitBatchSize *,info,Zookeeper,1
14803,Configuring CommitProcessor with readBatchSize *,info,Zookeeper,1
14804,Configuring CommitProcessor with commitBatchSize *,info,Zookeeper,1
14805,"Exception thrown by downstream processor, unable to continue.",error,Zookeeper,0
14808,Shutting down,info,Zookeeper,1
14809,Got a short response: *,error,Zookeeper,0
14810,"Backward compatibility mode (36 bits), server id: *",info,Zookeeper,1
14811,"Backward compatibility mode (28 bits), server id: *",info,Zookeeper,1
14812,* Received version: * my version: *,info,Zookeeper,1
14814,restarting leader election,info,Zookeeper,1
14816,Something went wrong while processing config received from *,error,Zookeeper,0
14817,Something went wrong while processing config received from *,error,Zookeeper,0
14818,"Backward compatibility mode (before reconfig), server id: *",info,Zookeeper,1
14820,"Notification: my state:*; n.sid:*, n.state:*, n.leader:*, n.round:0x*, n.peerEpoch:0x*, n.zxid:0x*, message format version:0x*, n.config version:0x*",info,Zookeeper,1
14823,WorkerReceiver is down,info,Zookeeper,1
14824,WorkerSender is down,info,Zookeeper,1
14835,"New election. My id = *, proposed zxid=0x*",info,Zookeeper,1
14836,Notification time out: *,info,Zookeeper,1
14854,Disconnected from leader (with address: *). Was connected for *ms. Sync state: *,info,Zookeeper,1
14857,Observing new leader sid=* addr=*,info,Zookeeper,1
14860,Received an UPTODATE message after Observer started,error,Zookeeper,0
14862,shutdown Observer,info,Zookeeper,1
14863,Waiting for * ms before reconnecting with the leader,info,Zookeeper,1
14865,Already connected to requested learner master sid=* addr=*,info,Zookeeper,1
14866,Requesting disconnect and reconnect to new learner master sid=* addr=*,info,Zookeeper,1
14867,* = *zookeeper.observer.election.DelayMs,info,Zookeeper,1
14870,"Exception while connecting, id: *, addr: *, closing learner connection",error,Zookeeper,0
14872,Exception while submitting quorum connection request,error,Zookeeper,0
14874,"Have smaller server identifier, so dropping the connection: (*, *)",info,Zookeeper,1
14875,"Exception handling connection, addr: *, closing server connection",error,Zookeeper,0
14876,"Exception handling connection, addr: *, closing server connection",error,Zookeeper,0
14877,$$$Empty Message$$$,error,Zookeeper,0
14878,Setting arbitrary identifier to observer: *,info,Zookeeper,1
14883,SSL handshake complete with * - * - *,info,Zookeeper,1
14894,Exception while closing,error,Zookeeper,0
14895,Election port bind maximum retries is *,info,Zookeeper,1
14896,'*' contains invalid value: *(must be >= 0). Use default value of * instead.zookeeper.electionPortBindRetry3,info,Zookeeper,1
14897,Creating TLS-enabled quorum server socket,info,Zookeeper,1
14898,Creating TLS-only quorum server socket,info,Zookeeper,1
14899,My election bind port: *,info,Zookeeper,1
14900,Received connection request *,info,Zookeeper,1
14902,Exception while listening,error,Zookeeper,0
14903,Error closing server socket,error,Zookeeper,0
14904,Interrupted while sleeping. Ignoring exception,error,Zookeeper,0
14905,Leaving listener,info,Zookeeper,1
14906,As I'm leaving the listener thread after * errors. I won't be able to participate in leader election any longer: *.Use * property to increase retry count.zookeeper.electionPortBindRetry,error,Zookeeper,0
14911,Unable to access socket output stream,error,Zookeeper,0
14915,BufferUnderflowException ,error,Zookeeper,0
14917,Failed to send last message. Shutting down thread.,error,Zookeeper,0
14918,No queue of incoming messages for server *,error,Zookeeper,0
14922,Error while accessing socket for *,error,Zookeeper,0
14926,Unable to insert an element in the queue ,error,Zookeeper,0
14928,Unable to insert element in the recvQueue ,error,Zookeeper,0
14929,Null QuorumPeer,error,Zookeeper,0
14931,Committing zxid 0x |  but next pending txn 0x,error,Zookeeper,0
14934,FollowerRequestProcessor exited loop!,info,Zookeeper,1
14936,Unexpected error in upgrade,error,Zookeeper,0
14937,Shutting down,info,Zookeeper,1
14938,Revalidating client: 0x*,info,Zookeeper,1
14940,connectToLeader exceeded on retries.,error,Zookeeper,0
14941,"Unexpected exception, connectToLeader exceeded. tries=*, remaining init limit=*, connecting to *",error,Zookeeper,0
14942,"Unexpected exception, retries exceeded. tries=*, remaining init limit=*, connecting to *",error,Zookeeper,0
14944,First packet should have been NEWLEADER,error,Zookeeper,0
14945,Getting a diff from the leader 0x*,info,Zookeeper,1
14946,Getting a snapshot from leader 0x*,info,Zookeeper,1
14948,Missing signature. Got *,error,Zookeeper,0
14950,Not able to truncate the log 0x*,error,Zookeeper,0
14951,"Got unexpected packet from leader: *, exiting ... ",error,Zookeeper,0
14955,Learner received UPTODATE message,info,Zookeeper,1
14956,Learner received NEWLEADER message,info,Zookeeper,1
14960,Shutting down,info,Zookeeper,1
14961,Committing global session 0x*,info,Zookeeper,1
14962,Set maxConcurrentSnapSyncs to *,info,Zookeeper,1
14963,Set maxConcurrentDiffSyncs to *,info,Zookeeper,1
14965,Successfully completed the authentication using SASL. learner addr: *,info,Zookeeper,1
14967,Failed to authenticate using SASL,error,Zookeeper,0
14970,SaslServer dispose() failed,error,Zookeeper,0
14971,Skipping SASL authentication as *=*quorum.auth.learnerRequireSasl,info,Zookeeper,1
14973,SaslClient dispose() failed,error,Zookeeper,0
14974,"Successfully completed the authentication using SASL. server addr: *, status: *",info,Zookeeper,1
14976,$$$Empty Message$$$,error,Zookeeper,0
14977,Unknown status:*!,error,Zookeeper,0
14978,$$$Empty Message$$$,error,Zookeeper,0
14982,"SASL authorization completed, * is not authorized to connect",error,Zookeeper,0
14983,Successfully authenticated learner: authenticationID=*;  authorizationID=*.,info,Zookeeper,1
14985,"*, *, *",info,Zookeeper,1
14986,Reading configuration from: *,info,Zookeeper,1
14994,This really should be impossible,error,Zookeeper,0
14996,Starting JVM Pause Monitor with infoThresholdMs:* warnThresholdMs:* and sleepTimeMs:*,info,Zookeeper,1
14998,$$$Empty Message$$$,info,Zookeeper,1
14999,* = *zookeeper.pathStats.slotCapacity,info,Zookeeper,1
15000,* = *zookeeper.pathStats.slotDuration,info,Zookeeper,1
15001,* = *zookeeper.pathStats.maxDepth,info,Zookeeper,1
15002,* = *zookeeper.pathStats.initialDelay,info,Zookeeper,1
15003,* = *zookeeper.pathStats.delay,info,Zookeeper,1
15004,* = *zookeeper.pathStats.enabled,info,Zookeeper,1
15005,shutdown scheduledExecutor,info,Zookeeper,1
15006,Start the RequestPath collector,info,Zookeeper,1
15007,We should not handle *,error,Zookeeper,0
15011,No buffered timestamps for messages * *,info,Zookeeper,1
15014,Using * as watch manager,info,Zookeeper,1
15015,"The maxInProcessingDeadWatchers config is smaller than the suggested one, change it to use *",info,Zookeeper,1
15016,"watcherCleanThreshold=*, watcherCleanIntervalInSeconds=*, watcherCleanThreadsNum=*, maxInProcessingDeadWatchers=*",info,Zookeeper,1
15017,Got interrupted while waiting for dead watches queue size,info,Zookeeper,1
15018,Received InterruptedException while waiting for cleanEvent,info,Zookeeper,1
15019,Processing * dead watchers,info,Zookeeper,1
15020,Takes * to process * watches,info,Zookeeper,1
15021,WatcherCleaner thread exited,info,Zookeeper,1
15022,WatcherCleaner thread shutdown is initiated,info,Zookeeper,1
15025,* will use DIGEST-MD5 as SASL mechanism.,info,Zookeeper,1
15028,* will use GSSAPI as SASL mechanism.,info,Zookeeper,1
15030,Exception while trying to create SASL client,error,Zookeeper,0
15036,Zookeeper Server failed to create a SaslServer to interact with a client during session initiation,error,Zookeeper,0
15037,Zookeeper Quorum member experienced a PrivilegedActionException exception while creating a SaslServer using a JAAS principal context,error,Zookeeper,0
15038,server principal name/hostname determination error,error,Zookeeper,0
15039,Zookeeper Quorum member failed to create a SaslServer to interact with a client during session initiation,error,Zookeeper,0
